,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
572,47033,Female,Loyal Customer,48,Business travel,Business,2624,3,3,3,3,2,2,1,4,4,4,4,2,4,1,0,0.0,satisfied
573,51724,Male,Loyal Customer,66,Personal Travel,Eco,493,2,5,2,3,5,2,5,5,5,5,5,4,5,5,15,0.0,neutral or dissatisfied
574,107246,Male,Loyal Customer,42,Business travel,Business,307,4,4,4,4,4,5,4,5,5,5,5,3,5,3,19,11.0,satisfied
575,102045,Male,Loyal Customer,43,Business travel,Business,2864,1,4,4,4,5,2,3,1,1,1,1,2,1,1,8,0.0,neutral or dissatisfied
576,80996,Male,Loyal Customer,36,Business travel,Business,2614,1,4,4,4,5,4,4,1,1,1,1,1,1,2,9,3.0,neutral or dissatisfied
577,55696,Male,Loyal Customer,50,Business travel,Business,2633,2,2,2,2,4,5,4,3,3,4,3,5,3,4,0,3.0,satisfied
578,4705,Female,Loyal Customer,45,Personal Travel,Eco,489,2,5,2,3,1,4,3,3,3,2,3,4,3,2,0,0.0,neutral or dissatisfied
579,124533,Female,Loyal Customer,45,Business travel,Business,3139,2,3,5,5,1,3,3,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied
580,89236,Female,Loyal Customer,56,Business travel,Business,2139,3,3,3,3,5,5,5,5,5,5,5,3,5,4,38,25.0,satisfied
581,27404,Male,Loyal Customer,42,Business travel,Eco,671,4,1,1,1,4,4,4,4,4,3,1,5,2,4,60,71.0,satisfied
582,66299,Female,Loyal Customer,58,Business travel,Business,1578,4,4,2,4,4,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
583,90250,Male,Loyal Customer,9,Personal Travel,Eco,1121,3,5,3,3,1,3,1,1,3,4,4,5,4,1,0,0.0,neutral or dissatisfied
584,69604,Male,Loyal Customer,60,Personal Travel,Eco,2475,1,3,1,3,1,5,5,2,5,1,5,5,2,5,15,79.0,neutral or dissatisfied
585,62231,Female,Loyal Customer,52,Personal Travel,Eco,2454,1,1,1,4,4,3,4,4,4,1,4,2,4,4,0,0.0,neutral or dissatisfied
586,127414,Male,Loyal Customer,50,Personal Travel,Eco,872,3,3,3,4,3,3,3,3,4,5,4,3,4,3,0,0.0,neutral or dissatisfied
587,83287,Male,Loyal Customer,12,Personal Travel,Eco,1979,2,5,2,3,1,2,1,1,3,5,4,5,5,1,0,29.0,neutral or dissatisfied
588,62159,Female,Loyal Customer,50,Business travel,Eco,2425,2,5,5,5,5,2,3,2,2,2,2,1,2,2,2,0.0,neutral or dissatisfied
589,89936,Male,Loyal Customer,59,Personal Travel,Eco,1306,3,5,2,3,5,2,5,5,4,4,3,5,4,5,0,0.0,neutral or dissatisfied
590,92960,Female,disloyal Customer,21,Business travel,Business,1694,5,0,4,2,2,4,2,2,5,2,3,4,5,2,0,0.0,satisfied
591,96429,Male,Loyal Customer,58,Personal Travel,Business,302,1,5,1,1,3,5,4,3,3,1,3,4,3,5,0,0.0,neutral or dissatisfied
592,20254,Male,Loyal Customer,51,Business travel,Business,2048,3,2,2,2,5,4,4,3,3,3,3,2,3,1,26,23.0,neutral or dissatisfied
593,80034,Male,Loyal Customer,21,Personal Travel,Eco,950,1,5,1,1,4,1,4,4,1,1,3,3,2,4,0,34.0,neutral or dissatisfied
594,120984,Male,Loyal Customer,44,Business travel,Business,861,4,5,2,2,3,4,3,4,4,4,4,4,4,4,0,3.0,neutral or dissatisfied
595,58651,Female,disloyal Customer,23,Business travel,Eco,467,2,0,2,2,2,2,2,2,1,3,2,4,3,2,7,0.0,neutral or dissatisfied
596,45129,Female,disloyal Customer,39,Business travel,Business,174,3,3,3,4,5,3,5,5,1,3,3,2,3,5,0,7.0,neutral or dissatisfied
597,64820,Female,Loyal Customer,30,Business travel,Business,3218,2,2,5,5,2,2,2,2,1,5,3,4,3,2,16,16.0,neutral or dissatisfied
598,22529,Female,Loyal Customer,26,Personal Travel,Eco Plus,143,4,2,4,4,4,4,4,4,1,3,3,3,3,4,12,2.0,satisfied
599,117917,Female,disloyal Customer,24,Business travel,Eco,255,5,0,4,2,1,4,1,1,5,4,5,5,5,1,0,2.0,satisfied
600,9639,Male,Loyal Customer,66,Personal Travel,Business,284,3,4,3,3,5,5,5,2,2,3,2,4,2,3,0,0.0,neutral or dissatisfied
601,91209,Female,Loyal Customer,44,Personal Travel,Eco,404,3,4,3,3,2,1,3,3,3,3,3,5,3,1,7,0.0,neutral or dissatisfied
602,61396,Female,disloyal Customer,38,Business travel,Eco,279,4,0,4,3,5,4,4,5,3,5,2,4,5,5,10,0.0,satisfied
603,12717,Female,Loyal Customer,38,Business travel,Business,1884,1,1,1,1,5,2,5,4,4,5,4,4,4,5,0,0.0,satisfied
604,82915,Male,Loyal Customer,24,Personal Travel,Eco,594,3,3,4,4,2,4,2,2,3,1,3,1,2,2,0,0.0,neutral or dissatisfied
605,120263,Female,disloyal Customer,42,Business travel,Eco,237,3,3,3,3,1,3,1,1,3,3,3,2,3,1,93,123.0,neutral or dissatisfied
606,108065,Male,Loyal Customer,58,Business travel,Business,849,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
607,122726,Female,Loyal Customer,55,Business travel,Business,3136,4,4,4,4,5,4,4,4,4,4,4,4,4,3,56,61.0,satisfied
608,24852,Male,Loyal Customer,71,Business travel,Eco Plus,991,2,1,1,1,1,2,1,1,2,3,4,4,3,1,3,0.0,neutral or dissatisfied
609,117853,Female,Loyal Customer,47,Business travel,Business,2133,5,5,1,5,2,3,4,4,4,4,4,5,4,5,26,18.0,satisfied
610,81119,Male,Loyal Customer,52,Business travel,Business,3925,5,5,5,5,4,3,4,3,3,3,3,2,3,4,0,0.0,satisfied
611,16367,Male,Loyal Customer,18,Personal Travel,Eco,319,4,1,4,4,3,4,3,3,3,3,3,3,4,3,0,0.0,neutral or dissatisfied
612,44186,Male,Loyal Customer,33,Business travel,Eco,157,5,5,5,5,5,5,5,5,2,3,3,2,2,5,30,49.0,satisfied
613,113137,Male,Loyal Customer,35,Business travel,Eco Plus,543,3,1,3,3,3,3,3,3,2,3,3,4,4,3,48,42.0,neutral or dissatisfied
614,108721,Male,Loyal Customer,29,Business travel,Business,2778,2,2,2,2,4,4,4,4,4,4,4,4,4,4,114,95.0,satisfied
615,93342,Male,Loyal Customer,57,Business travel,Business,3882,5,5,5,5,4,4,5,4,4,4,4,3,4,3,1,0.0,satisfied
616,75321,Female,Loyal Customer,46,Business travel,Business,2556,2,2,2,2,5,5,5,3,5,3,4,5,3,5,4,10.0,satisfied
617,49436,Female,Loyal Customer,39,Business travel,Business,209,5,5,5,5,2,4,5,4,4,4,3,1,4,1,0,2.0,satisfied
618,65748,Female,Loyal Customer,62,Personal Travel,Eco,936,0,3,0,3,1,2,1,3,3,0,3,4,3,3,0,0.0,satisfied
619,102057,Female,Loyal Customer,59,Personal Travel,Business,236,3,2,3,2,2,2,3,2,2,3,2,2,2,4,5,0.0,neutral or dissatisfied
620,39468,Male,Loyal Customer,67,Personal Travel,Eco Plus,129,1,4,1,3,2,1,2,2,3,3,4,2,4,2,0,0.0,neutral or dissatisfied
621,28492,Female,Loyal Customer,20,Personal Travel,Eco,2846,2,4,2,4,2,3,3,4,3,4,5,3,3,3,0,0.0,neutral or dissatisfied
622,64793,Female,disloyal Customer,24,Business travel,Eco,247,4,5,4,5,5,4,5,5,5,5,4,5,4,5,5,0.0,satisfied
623,18513,Female,Loyal Customer,55,Business travel,Business,2187,0,4,0,2,4,4,5,4,3,2,5,5,2,5,277,275.0,satisfied
624,8799,Female,disloyal Customer,22,Business travel,Eco,522,5,0,5,5,4,5,4,4,5,2,5,5,4,4,0,0.0,satisfied
625,92140,Male,Loyal Customer,9,Personal Travel,Eco,1576,4,5,4,5,1,4,1,1,3,3,3,4,4,1,0,0.0,neutral or dissatisfied
626,93211,Female,Loyal Customer,56,Personal Travel,Eco,1756,1,2,1,3,3,3,3,5,5,1,5,2,5,2,9,40.0,neutral or dissatisfied
627,66112,Male,Loyal Customer,47,Business travel,Business,583,3,2,2,2,5,4,3,3,3,3,3,2,3,1,1,0.0,neutral or dissatisfied
628,108771,Male,Loyal Customer,44,Business travel,Business,3548,4,1,4,4,5,5,4,4,4,5,4,5,4,4,0,8.0,satisfied
629,35164,Female,Loyal Customer,17,Business travel,Eco,944,5,4,4,4,5,5,3,5,3,1,4,1,2,5,0,0.0,satisfied
630,48375,Female,Loyal Customer,44,Personal Travel,Eco,522,2,4,2,2,5,4,5,3,3,2,3,3,3,4,10,6.0,neutral or dissatisfied
631,46358,Female,disloyal Customer,25,Business travel,Eco,1013,2,2,2,2,5,2,5,5,5,1,3,5,2,5,9,29.0,neutral or dissatisfied
632,128508,Male,Loyal Customer,63,Personal Travel,Eco,304,1,4,1,1,5,1,1,5,4,3,4,5,5,5,0,2.0,neutral or dissatisfied
633,98704,Female,Loyal Customer,49,Business travel,Business,2234,1,1,1,1,4,5,5,2,2,2,2,3,2,3,0,0.0,satisfied
634,18274,Male,Loyal Customer,64,Business travel,Eco Plus,179,5,3,4,3,5,5,5,5,3,2,5,5,3,5,0,0.0,satisfied
635,20972,Female,Loyal Customer,33,Personal Travel,Eco,689,4,5,4,4,2,4,2,2,3,5,4,3,5,2,0,0.0,neutral or dissatisfied
636,79500,Female,Loyal Customer,22,Business travel,Business,2317,2,2,2,2,4,4,4,4,5,5,4,3,5,4,3,9.0,satisfied
637,93098,Male,Loyal Customer,72,Business travel,Business,2162,3,4,5,5,3,3,4,3,3,3,3,3,3,3,22,14.0,neutral or dissatisfied
638,36733,Female,Loyal Customer,45,Business travel,Business,1754,3,3,3,3,5,4,5,3,3,2,3,4,3,5,0,0.0,satisfied
639,45812,Male,disloyal Customer,38,Business travel,Eco,391,4,3,4,3,5,4,5,5,3,3,4,1,4,5,0,0.0,neutral or dissatisfied
640,65598,Female,disloyal Customer,54,Business travel,Business,175,4,4,4,1,5,4,5,5,4,2,5,3,5,5,0,0.0,neutral or dissatisfied
641,61803,Male,Loyal Customer,54,Personal Travel,Eco,1379,1,4,1,2,1,1,1,1,4,5,4,5,5,1,11,4.0,neutral or dissatisfied
642,36818,Male,Loyal Customer,33,Business travel,Eco Plus,2300,2,4,4,4,2,2,2,2,1,4,3,3,4,2,23,46.0,neutral or dissatisfied
643,32419,Female,Loyal Customer,51,Business travel,Eco,201,1,1,1,1,4,3,4,1,1,1,1,2,1,2,8,14.0,neutral or dissatisfied
644,57621,Female,Loyal Customer,74,Business travel,Business,200,3,3,3,3,5,4,5,4,4,4,4,3,4,5,18,79.0,satisfied
645,7577,Female,Loyal Customer,59,Business travel,Business,594,5,5,3,5,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
646,40216,Female,disloyal Customer,21,Business travel,Business,358,2,2,2,3,3,2,3,3,3,3,4,2,4,3,0,0.0,neutral or dissatisfied
647,89656,Female,Loyal Customer,32,Business travel,Eco,950,3,5,5,5,3,3,3,3,2,3,3,2,4,3,14,8.0,neutral or dissatisfied
648,77601,Female,Loyal Customer,47,Business travel,Business,1561,5,5,5,5,3,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
649,13121,Female,Loyal Customer,45,Business travel,Business,427,2,4,4,4,1,3,3,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
650,15903,Female,Loyal Customer,36,Business travel,Business,1663,5,3,5,5,4,4,5,3,3,3,3,3,3,3,0,0.0,satisfied
651,24590,Male,disloyal Customer,25,Business travel,Eco,526,1,0,1,3,2,1,2,2,1,4,2,5,4,2,0,57.0,neutral or dissatisfied
652,39616,Male,Loyal Customer,48,Personal Travel,Eco,965,1,1,1,3,2,1,2,2,1,3,3,1,3,2,0,0.0,neutral or dissatisfied
653,31853,Male,Loyal Customer,34,Business travel,Eco,2677,0,0,0,3,5,0,5,5,1,2,3,2,5,5,0,0.0,satisfied
654,62199,Female,Loyal Customer,8,Personal Travel,Eco,2454,3,1,3,2,1,3,1,1,1,5,3,1,3,1,0,0.0,neutral or dissatisfied
655,70191,Male,Loyal Customer,60,Business travel,Business,2159,0,0,0,5,3,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
656,108648,Male,Loyal Customer,9,Personal Travel,Eco,762,2,5,2,2,4,2,1,4,2,5,2,5,2,4,51,,neutral or dissatisfied
657,30969,Female,Loyal Customer,41,Business travel,Eco Plus,1024,4,2,2,2,3,1,4,4,4,4,4,2,4,4,37,55.0,satisfied
658,77620,Female,Loyal Customer,24,Business travel,Business,2748,3,3,3,3,3,3,3,3,3,4,3,1,3,3,15,7.0,neutral or dissatisfied
659,83491,Female,Loyal Customer,47,Business travel,Business,946,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
660,128941,Male,Loyal Customer,43,Business travel,Business,3489,4,4,4,4,4,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
661,22663,Male,Loyal Customer,49,Business travel,Business,589,5,5,4,5,4,4,4,4,4,5,4,5,4,3,9,0.0,satisfied
662,78836,Female,Loyal Customer,41,Personal Travel,Eco,554,4,4,4,2,2,4,5,2,3,2,4,4,5,2,0,0.0,neutral or dissatisfied
663,85042,Female,disloyal Customer,24,Business travel,Business,731,0,0,0,3,1,0,1,1,3,4,5,3,4,1,10,19.0,satisfied
664,36786,Male,Loyal Customer,80,Business travel,Eco,1111,3,3,3,3,3,3,3,5,1,4,4,3,1,3,0,0.0,satisfied
665,43842,Male,disloyal Customer,27,Business travel,Eco,174,3,5,3,4,4,3,4,4,1,2,3,2,1,4,0,0.0,neutral or dissatisfied
666,120292,Female,Loyal Customer,34,Personal Travel,Eco,1576,4,4,4,3,5,4,5,5,4,5,5,5,5,5,0,0.0,neutral or dissatisfied
667,70616,Male,disloyal Customer,13,Business travel,Eco,1217,1,0,0,3,2,0,4,2,3,5,3,3,4,2,0,0.0,neutral or dissatisfied
668,108944,Male,Loyal Customer,29,Business travel,Eco Plus,1066,4,1,1,1,4,4,4,4,4,5,3,4,4,4,129,119.0,neutral or dissatisfied
669,109590,Female,Loyal Customer,55,Business travel,Business,1827,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
670,29471,Female,Loyal Customer,42,Personal Travel,Business,1216,4,1,4,3,4,2,3,1,1,4,2,3,1,4,0,2.0,neutral or dissatisfied
671,10953,Female,disloyal Customer,27,Business travel,Eco,191,2,1,3,3,4,3,4,4,1,5,4,3,4,4,24,18.0,neutral or dissatisfied
672,87170,Male,Loyal Customer,45,Business travel,Business,2920,1,1,4,1,4,5,4,4,4,4,4,4,4,4,9,1.0,satisfied
673,40114,Male,Loyal Customer,24,Business travel,Eco,368,0,3,0,1,4,0,4,4,4,1,5,3,5,4,5,5.0,satisfied
674,60959,Male,Loyal Customer,41,Business travel,Business,1981,1,3,3,3,5,4,4,1,1,1,1,4,1,1,10,6.0,neutral or dissatisfied
675,286,Female,Loyal Customer,41,Business travel,Business,802,3,4,3,3,2,4,5,5,5,4,5,4,5,4,0,0.0,satisfied
676,99504,Male,Loyal Customer,38,Personal Travel,Eco,307,1,4,1,1,4,1,4,4,4,2,4,5,5,4,0,6.0,neutral or dissatisfied
677,118938,Male,Loyal Customer,67,Business travel,Business,1618,3,1,1,1,3,2,2,3,3,3,3,3,3,2,0,7.0,neutral or dissatisfied
678,28296,Male,Loyal Customer,37,Business travel,Business,2061,4,4,4,4,2,2,1,4,4,4,4,1,4,3,0,0.0,satisfied
679,101005,Male,Loyal Customer,49,Business travel,Business,2635,5,5,5,5,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
680,51263,Male,Loyal Customer,50,Business travel,Eco Plus,89,5,3,3,3,5,5,5,5,3,5,1,2,3,5,0,11.0,satisfied
681,1507,Male,Loyal Customer,51,Business travel,Business,587,5,5,5,5,2,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
682,72911,Male,Loyal Customer,51,Business travel,Business,1897,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
683,83439,Male,disloyal Customer,22,Business travel,Eco,632,2,1,2,3,4,2,4,4,3,4,3,4,3,4,0,0.0,neutral or dissatisfied
684,39694,Male,Loyal Customer,34,Personal Travel,Eco,1463,4,5,4,3,3,4,5,3,4,4,5,5,5,3,0,0.0,neutral or dissatisfied
685,98976,Male,Loyal Customer,68,Personal Travel,Eco,569,2,4,2,3,3,2,3,3,5,5,5,3,4,3,33,28.0,neutral or dissatisfied
686,28365,Male,Loyal Customer,57,Business travel,Eco,763,5,3,3,3,5,5,5,5,2,4,2,5,3,5,0,34.0,satisfied
687,54710,Male,Loyal Customer,52,Business travel,Business,454,3,3,3,3,3,5,4,4,4,4,4,4,4,1,0,1.0,satisfied
688,65308,Male,Loyal Customer,40,Business travel,Business,631,1,0,0,4,4,3,3,3,3,0,5,1,3,1,16,16.0,neutral or dissatisfied
689,52434,Female,Loyal Customer,64,Personal Travel,Eco,455,2,5,2,4,3,4,5,4,4,2,4,4,4,5,0,0.0,neutral or dissatisfied
690,36689,Female,Loyal Customer,65,Personal Travel,Eco,1121,2,5,2,4,5,4,4,4,4,2,1,3,4,3,6,4.0,neutral or dissatisfied
691,12776,Male,Loyal Customer,50,Personal Travel,Eco Plus,721,2,3,2,3,5,2,5,5,2,5,3,4,3,5,26,16.0,neutral or dissatisfied
692,94201,Female,disloyal Customer,20,Business travel,Business,239,4,0,5,5,1,5,1,1,4,4,4,5,5,1,0,1.0,satisfied
693,81388,Female,disloyal Customer,28,Business travel,Eco,874,2,2,2,3,2,2,2,2,4,5,3,4,2,2,0,0.0,neutral or dissatisfied
694,116463,Male,Loyal Customer,15,Personal Travel,Eco,447,1,5,1,5,2,1,3,2,5,2,4,5,4,2,0,0.0,neutral or dissatisfied
695,66179,Male,disloyal Customer,21,Business travel,Business,550,5,4,5,4,4,5,4,4,5,4,4,5,5,4,25,18.0,satisfied
696,88102,Female,Loyal Customer,26,Business travel,Business,1947,4,4,4,4,5,5,5,5,4,4,4,5,5,5,493,485.0,satisfied
697,26949,Female,Loyal Customer,17,Personal Travel,Eco,2402,5,4,5,4,1,5,1,1,1,5,3,1,4,1,0,0.0,satisfied
698,124725,Female,Loyal Customer,64,Personal Travel,Eco,399,0,2,0,3,3,4,3,1,1,0,1,3,1,1,0,0.0,satisfied
699,115731,Female,Loyal Customer,44,Business travel,Eco,446,3,4,4,4,5,2,2,3,3,3,3,3,3,1,1,0.0,neutral or dissatisfied
700,99559,Female,Loyal Customer,47,Business travel,Business,829,1,1,1,1,3,5,5,5,5,5,5,4,5,4,28,27.0,satisfied
701,1307,Male,Loyal Customer,53,Business travel,Business,2935,5,5,5,5,3,4,5,5,5,5,5,3,5,3,3,2.0,satisfied
702,79670,Male,Loyal Customer,58,Personal Travel,Eco,760,2,2,3,1,1,3,1,1,2,4,2,4,2,1,72,60.0,neutral or dissatisfied
703,114149,Male,Loyal Customer,48,Business travel,Business,1975,3,2,2,2,5,3,2,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
704,13103,Female,Loyal Customer,44,Business travel,Business,3529,4,4,4,4,1,4,4,4,4,4,4,1,4,5,0,0.0,satisfied
705,59222,Male,Loyal Customer,60,Business travel,Business,1440,5,5,3,5,4,4,5,4,4,4,4,4,4,3,26,31.0,satisfied
706,94357,Male,Loyal Customer,51,Business travel,Business,3490,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
707,97449,Male,Loyal Customer,49,Business travel,Business,756,3,3,3,3,3,4,4,4,4,4,4,3,4,5,9,0.0,satisfied
708,125235,Female,disloyal Customer,14,Business travel,Eco,1149,3,3,3,3,2,3,3,2,2,1,3,1,4,2,6,57.0,neutral or dissatisfied
709,113769,Female,Loyal Customer,19,Personal Travel,Eco,236,2,1,0,4,4,0,4,4,4,3,3,3,3,4,0,0.0,neutral or dissatisfied
710,36549,Female,disloyal Customer,24,Business travel,Eco,1249,2,2,2,1,2,2,2,2,5,5,2,4,2,2,0,0.0,neutral or dissatisfied
711,108169,Female,Loyal Customer,50,Personal Travel,Eco,1166,4,1,5,2,2,2,3,4,4,5,4,2,4,1,5,0.0,neutral or dissatisfied
712,94873,Male,disloyal Customer,39,Business travel,Eco,189,1,3,1,3,3,1,3,3,2,5,3,3,4,3,1,2.0,neutral or dissatisfied
713,123289,Male,Loyal Customer,21,Personal Travel,Eco,650,0,4,0,4,2,0,2,2,4,2,4,2,4,2,0,0.0,satisfied
714,20734,Female,disloyal Customer,30,Business travel,Eco Plus,765,1,1,1,3,2,1,2,2,2,2,1,3,3,2,0,0.0,neutral or dissatisfied
715,33889,Male,Loyal Customer,7,Personal Travel,Eco Plus,1105,4,4,4,1,2,4,2,2,4,2,4,2,2,2,6,0.0,neutral or dissatisfied
716,74146,Male,Loyal Customer,40,Business travel,Eco,592,1,2,2,2,1,1,1,1,4,1,4,4,4,1,0,0.0,neutral or dissatisfied
717,55240,Male,Loyal Customer,50,Business travel,Business,609,1,4,4,4,1,3,4,1,1,1,1,4,1,4,14,27.0,neutral or dissatisfied
718,23104,Female,Loyal Customer,28,Business travel,Business,223,3,3,3,3,4,4,5,4,1,4,3,2,2,4,0,2.0,satisfied
719,42011,Male,Loyal Customer,49,Business travel,Business,3283,5,5,5,5,5,3,5,5,5,5,5,5,5,4,0,0.0,satisfied
720,115119,Male,Loyal Customer,58,Business travel,Business,372,2,2,2,2,2,4,4,4,4,5,4,4,4,5,13,10.0,satisfied
721,101659,Male,disloyal Customer,23,Business travel,Business,1059,0,4,0,3,3,0,3,3,4,2,3,5,4,3,5,0.0,satisfied
722,93261,Male,Loyal Customer,48,Business travel,Business,2923,5,5,5,5,5,5,4,4,4,4,4,5,4,4,6,0.0,satisfied
723,106610,Female,Loyal Customer,23,Personal Travel,Eco,589,1,5,1,5,2,1,2,2,5,5,5,4,4,2,6,0.0,neutral or dissatisfied
724,91460,Male,Loyal Customer,56,Business travel,Business,859,3,3,3,3,2,4,4,5,5,5,5,3,5,4,0,5.0,satisfied
725,44817,Female,Loyal Customer,33,Business travel,Eco Plus,802,4,3,3,3,4,4,4,4,4,3,3,2,4,4,3,7.0,neutral or dissatisfied
726,115610,Male,Loyal Customer,39,Business travel,Business,371,3,5,5,5,2,3,3,3,3,3,3,2,3,1,7,7.0,neutral or dissatisfied
727,60041,Female,disloyal Customer,25,Business travel,Business,997,4,5,4,3,4,4,3,4,4,3,4,4,4,4,41,30.0,satisfied
728,92898,Female,Loyal Customer,42,Business travel,Business,134,4,4,4,4,3,4,4,4,4,4,5,4,4,5,0,0.0,satisfied
729,31018,Female,Loyal Customer,56,Personal Travel,Eco,391,1,3,1,4,1,4,3,4,4,1,4,3,4,1,72,62.0,neutral or dissatisfied
730,81392,Female,disloyal Customer,20,Business travel,Eco,748,5,5,5,4,5,5,5,5,5,4,4,3,4,5,0,0.0,satisfied
731,111950,Male,Loyal Customer,29,Business travel,Business,3484,1,1,1,1,5,5,5,5,5,2,5,3,4,5,0,0.0,satisfied
732,80663,Female,Loyal Customer,17,Business travel,Business,821,1,4,4,4,1,1,1,1,3,1,3,4,3,1,0,0.0,neutral or dissatisfied
733,107035,Female,Loyal Customer,40,Business travel,Business,480,5,5,5,5,4,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
734,121308,Female,disloyal Customer,18,Business travel,Eco,1009,2,2,2,4,4,2,4,4,5,2,5,4,4,4,0,0.0,neutral or dissatisfied
735,123342,Female,Loyal Customer,23,Personal Travel,Eco Plus,328,3,1,3,2,3,3,3,3,2,1,2,2,3,3,32,28.0,neutral or dissatisfied
736,32903,Female,Loyal Customer,29,Personal Travel,Eco,101,4,1,4,2,3,4,3,3,1,4,2,4,3,3,0,0.0,neutral or dissatisfied
737,17667,Female,disloyal Customer,19,Business travel,Eco Plus,1008,5,0,5,4,1,5,1,1,1,3,2,2,2,1,0,0.0,satisfied
738,6464,Female,Loyal Customer,44,Business travel,Eco Plus,296,3,2,2,2,5,4,3,2,2,3,2,2,2,2,11,11.0,neutral or dissatisfied
739,101707,Female,Loyal Customer,18,Business travel,Business,1624,5,5,5,5,4,4,4,4,3,5,4,3,4,4,0,0.0,satisfied
740,7978,Female,Loyal Customer,49,Business travel,Business,3616,5,5,2,5,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
741,110803,Male,Loyal Customer,33,Personal Travel,Eco,1105,3,4,3,4,4,3,5,4,4,2,4,4,5,4,0,11.0,neutral or dissatisfied
742,95617,Female,Loyal Customer,55,Business travel,Eco,484,4,1,1,1,2,3,3,4,4,4,4,3,4,3,4,0.0,satisfied
743,60591,Female,Loyal Customer,27,Personal Travel,Eco,1558,2,4,1,2,1,1,1,1,4,3,5,5,4,1,1,0.0,neutral or dissatisfied
744,54418,Female,Loyal Customer,42,Business travel,Business,3632,1,1,3,1,2,5,4,5,5,5,5,5,5,2,0,0.0,satisfied
745,124866,Male,Loyal Customer,18,Business travel,Eco Plus,280,3,4,4,4,3,3,3,3,4,5,4,1,4,3,0,0.0,neutral or dissatisfied
746,51574,Female,disloyal Customer,20,Business travel,Eco,451,5,4,5,4,4,5,3,4,4,5,2,2,4,4,0,0.0,satisfied
747,114082,Female,Loyal Customer,80,Business travel,Business,2422,2,2,5,2,4,4,3,4,4,4,4,4,4,4,0,0.0,satisfied
748,35331,Female,Loyal Customer,62,Business travel,Eco,1076,3,5,5,5,3,3,3,2,1,2,2,3,4,3,332,336.0,neutral or dissatisfied
749,70468,Male,Loyal Customer,59,Business travel,Business,2980,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,29.0,satisfied
750,119099,Male,Loyal Customer,47,Business travel,Business,1107,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
751,110397,Male,disloyal Customer,27,Business travel,Eco,925,3,3,3,3,5,3,5,5,4,5,3,1,4,5,11,11.0,neutral or dissatisfied
752,108193,Male,Loyal Customer,55,Business travel,Business,1624,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
753,29278,Male,Loyal Customer,54,Business travel,Business,3995,3,1,1,1,2,3,3,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
754,98147,Female,Loyal Customer,52,Business travel,Business,562,3,3,3,3,5,5,4,5,5,4,5,3,5,3,26,21.0,satisfied
755,97689,Female,disloyal Customer,27,Business travel,Eco Plus,491,3,3,3,4,1,3,1,1,4,5,3,3,4,1,15,11.0,neutral or dissatisfied
756,20805,Male,disloyal Customer,50,Business travel,Eco,534,2,3,2,4,5,2,5,5,1,5,4,1,3,5,0,0.0,neutral or dissatisfied
757,30441,Male,Loyal Customer,58,Business travel,Business,3783,5,5,3,5,4,5,4,3,3,3,3,4,3,5,0,13.0,satisfied
758,62128,Female,Loyal Customer,25,Business travel,Business,2454,1,1,5,1,5,5,5,5,4,3,3,5,5,5,0,0.0,satisfied
759,50959,Male,Loyal Customer,70,Personal Travel,Eco,373,3,4,3,3,1,3,1,1,1,4,4,2,4,1,0,0.0,neutral or dissatisfied
760,3920,Male,Loyal Customer,9,Personal Travel,Eco,213,1,5,1,1,5,1,5,5,4,5,5,3,4,5,0,0.0,neutral or dissatisfied
761,22989,Female,Loyal Customer,62,Personal Travel,Eco,817,5,1,5,4,4,3,4,2,2,5,2,2,2,3,0,0.0,satisfied
762,111036,Male,disloyal Customer,72,Business travel,Eco,319,3,2,3,3,4,3,4,4,4,3,3,3,3,4,14,4.0,neutral or dissatisfied
763,34805,Male,Loyal Customer,13,Personal Travel,Eco,301,1,4,1,3,4,1,4,4,1,1,4,2,3,4,0,0.0,neutral or dissatisfied
